,Tweets,Tweets_duygu
1975,türkiye ayda yaklaşık milyon ziyaretçi ağırladıkültür ve turizm bakanlığının ocak ağustos yabancı ziyaretçi istatistiklerine göre ayda en çok ziyaretçi sırasıyla almanya rusya federasyonu bulgaristan ukrayna ve ingiltere den geldi ;,pozitif
1976,seyahat veri analiz şirketi cirium un verilerine göre yılın haftasında eylül dünyanın yolcu sayısı açısından en yoğun uluslararası hattı antalya moskova hattı oldu ;,negatif
1977, otel yöneticilerinin dijitalleşme ile gelir yönetimine normale göre çok daha ihtiyacı vardır ihtiyaçlarınızı belirlemek için ücretsiz keşif görüşmemizden hemen yararlanın ;,pozitif
1978,onu da bilsin şunu da onu da yapsın bunuda başlıkları ile değil her işi yapabilecek yarı maaşa çalışabilecek kişilerin arandığı bir sezona girdik işi bilen personele az daha sabır keser de döner sap da ;,negatif
1979, ülkenin çoğu gibi yok sayılan kısımdayımda ondan ;,negatif
1980,yunanistan daki girit adasından pazar günü hareket eden ve tui cruises tarafından işletilen bir gemide mürettebatın covid test sonuçları pozitif çıkarken daha sonra sının testi negatife döndü ;,negatif
1981, rus tur operatörleri ve acentalar istanbul marmara kapadokya nın ardından şimdi de mezopotamya turlarına başlama hazırlığında ;,negatif
1982,marmaris belediyesi marmaris ticaret odası ve yda dalaman havalimanı ile jet arasındaki görüşmeler sonucunda kasım tarihleri arasında ingiltere iskoçya ve kuzey irlanda dan uçuş planlandı ;,pozitif
1983,berat albayrak salgının turizme etkisi milyar civarında ve etkisinden arındırılmış yılı cari denge gsyh beklentisi kontratlarının yenilenmesi ve keşiflerin de etkisiyle çok daha uygun ithalatı fiyatlar oluşacak ;,negatif
1984,türkiye yi ayda yaklaşık milyon turist ziyaret etti ;,pozitif
1985,pandemi döneminin getirdiği olumsuz şartlarda en çok etkilenenlerden bir tanesi olmuştur döneminin sonlandığı seyahat kısıtlamalarının kalktığı turizm işçilerimizin emeklerinin karşılığını aldığı günleri yaşamak dileğiyle ;,negatif
1986, başkenti yükselişinin girdi maliyetlerini arttiracaginin farkında kötü geçen bir sezonun hasar tespiti daha yapılmadı sektörünü zor bir kış ayı bekliyor ;,negatif
1987,türkiye ye turist gönderen ülkeler ;,pozitif
1988, ragup durmaz otelimize iadeyi ziyarette bulundu nusaybin turizmi hakkında destek sözü aldık ziyaretlerinden dolayı teşekkür ederiz ;,negatif
1989,turizm sektöründeki koronavirüs krizi büyüyor;,negatif
1990,türkiye ye ayda milyon bin turist ;,negatif
1991,bergama da turizmi için start verildi ;,pozitif
1992,türkiyenin ilk göl şehri nef markasiyla kuruluyor ;,pozitif
1993, ilçemizin doğal zenginlik ve kültürel miraslarını daha çok ön plana çıkarıp potansiyelinin arttırmak için hizmet üretmeye devam ediyoruz turizm sektöründe çalışan ve sektöre emek veren tüm herkesin kutlu olsun ;,pozitif
1994,türkiye ilk ayda yaklaşık milyon ziyaretçi ağırladı ;,pozitif
1995,nordwind havayollarından antalya adımı ;,pozitif
1996,bodrum deniz kum ve güneş üçlüsü ile ünlü olsa da tarihi yerler konusundan ülkemizin en zengin destinasyonlarından biridir ;,pozitif
1997,yabancı ziyaretçiler için ukrayna ya giriş yasağı eylül itibariyle sona erdi artık yabancılar ülkeye serbestçe girebiliyor ;,pozitif
1998,paraşütle ölüme yolculk ;,pozitif
1999, ve turizmine büyük katkı sunacak ;,pozitif
2000, sektörünün birbirine en çok ihtiyacı olduğu bu zamanda seyahat kısıtlamalarının kalktığı turizm işveren ve işçilerimizin emeklerinin karşılığını aldığı iyi günleri yaşamak dileğiyle günü kutlu olsun   ;,pozitif
2001, ilya umanskiy sonbaharda ülke içi destinasyonlara yönelik talepte geçen yıla göre rekor seviyede bir artış bekliyoruz ;,negatif
2002,balonlar urfa semalarında ;,pozitif
2003,müjde antalyada turizm kışında devam edecek ;,pozitif
2004,antalya da turizm sezonu kışa uzadı ;,negatif
2005,intermobil ailesi olarak turizm taşımacılığı hizmeti veren tüm kişi ve kurumların dünya turizm günü nü kutlarız ;,pozitif
2006, eski haline ne zaman dönecek ;,negatif
2007, antalya da turizm kışın da devam edecek  ;,pozitif
2008,huzurlu bereketli ve sevgi dolu bir haftamız olsun gönül muradımız hep canlı olsun cemil şahin ;,pozitif
2009, milyondan fazla kişi antalyaya uçtu ;,negatif
2010, oecd raporuna göre yabancı turistin harcadığı her o ülke ekonomisinde cent katma değer yaratmakta yılında yani öncesinde milyar geliri elde etmiştik ;,negatif
2011,kötüleşen ekonomik durum ışığında koronavirüsü türk hava yolları nın milyar liralık rekor zarar kaydetmesiyle ulusal şirketlerimizin yaralarını derinleştirmeye devam ediyor ;,negatif
2012,turizm cennetimizin kıymetini daha iyi anladığımız şu günlerde doya doya gezdiğimiz günlere hasretle ;,negatif
2013,bu yaz en çok alman turist geldi ;,pozitif
2014,merhaba arkadaşlar güzel türkiyemizin çeşitli turistik bölgelerini pratik şekilde keşfedebileceğiniz ve aynı zamanda otel planlaması yapıp uçak biletlerini karşılaştırabileceğiniz uygulamamız google play store da yayındadır ;,pozitif
2015, kutlu olsun özellikle ile daha iyi anlaşıldı ki yerelleşme bölgesel  ilişkisi çok önemli e emek vermiş herkes ve her kurum çok değerli ;,pozitif
2016,dünya turizm günü kutlu olsun samsun ;,pozitif
2017, eylül turizm dünyasında neler oldu  ;,negatif
2018,tüm sektörümüzün günü kutlu olsun zor zamanlar geçiriyor olsak da mesleğimi seviyorum ve bu meslek için çaba göstermeye devam edeceğim bol turistli günlerin bir an önce gelmesini diliyorum ;,pozitif
2019, sadece kentler turistik ve gelişmiş bölgeler için değil birçok kırsal topluluk için bir cankurtaran halatıdır turizm sadece üniversite ve turizm mezunlarını değil özellikle kadınlar ve gençler için önde gelen bir istihdam kaynağıdır müz kutlu olsun ;,pozitif
2020,bugün eylül yi ve kırsal kalkınma yılı olarak belirledi yine yeniden edebileceğimiz günlere en kısa zamanda kavuşmak dileğiyle ;,pozitif
2021,iyi akşamlar edirne ;,pozitif
2022,urfa daki hamam kiraya veriliyor ihale için son başvuru tarihi açıklandı ;,pozitif
2023, daha önce salgından ciddi şekilde etkilenen eyaletinde sektörünün hızla canlandığı bildirildi de ekim arasındaki milli bayram tatili sırasında hubei eyaletinin başlıca turistik yerleri ziyaretçi akınına uğradı ;,negatif
2024,turizm danışmanı osman ayık salgın gündemden düşse dahi ;,negatif
2025,akp ve chp nin dolandırıcı tosuncuğu adil üstündağın otellerine ne zaman kayyum atayacaksınız kaçıncamı;,negatif
2026, dünyanın incisi marmaris  ;,pozitif
2027,kastabala antik kenti sanata ev sahipliği yapacak ;,pozitif
2028,teeyad dan atf kararına destek fuarı nın nisan e ertelenmesi kararı ile daha da güçlendiğine inanıyor ve kendilerini desteklediğimizi kamuoyu ve turizm camiası ile paylaşmaktan mutluluk duyuyoruz  ;,pozitif
2029, işler den ihale uyarısı burayı gerçek turizmciler işletmeli ;,negatif
2030,salıpazarı nın doğal güzellikleri turizme kazandırılıyor ;,negatif
2031,muğla da jeotermal saha ihaleye çıkarılıyor artık faaliyetlerini sanal ortamda yaparız bölgede yaşayan halk da toprakları terkederken ışıkları kapatsın bir zahmet sonsoz  ;,negatif
2032,ingiltere karantina kararı ini bitirdi ;,negatif
2033,antalya arazi yapısı nedeniyle off road spor tutkunlarının vazgeçilmez parkurlarındandır ;,pozitif
2034, nde ın sektörü ile ilgili başarılı yazısı mevcut duruma ve önümüzdeki sürece dair önemli bilgiler veriyor ;,pozitif
2035,istanbul un simgelerinden galata kulesi ziyarete açıldıistanbul un simgelerinden biri olan galata kulesi video mapping ve ışık gösterisi eşliğinde gerçekleştirilen törenle ziyarete açıldı ;,pozitif
2036,istanbul il kültür ve turizm müdürlüğü yılı ağustos ayını kapsayan verilerini açıkladı ;,pozitif
2037,anlatım ekonomist yön şirketleri başarıya taşıyor ;,pozitif
2038,çaykara artık tehlikeli yollarını turizme kazandırmayı öğrenmiş güzel proje tebrikler bitsin ilk ben çıkacağım ;,negatif
2039, seyahatlerdeki artış in ekonomik olarak toparlandığını gösteriyor tatil yoğunluğu çin in sürekli ilerlemesinin göstergesi canlanan bir çin in güzel geleceğini yansıtıyor ;,pozitif
2040,tarihin en kötü turizm sezonunu buçuk milyon ;,negatif
2041,yeni düzenlemeyle çehresi değişen ve pamukkale semalarındaki eşsiz ve doyumsuz manzaranın tadına vararak balonla uçuşu deneyimledik  ;,pozitif
2042,salgında küçülen seyahat acentaları desteği istiyor döneminde en fazla zarar gören sektörün olduğunu ifade eden acentalarının temsilcileri voa türkçe nin sorularını yanıtladı ;,negatif
2043,hans elena natalia tatilini yapip ulkeden ciktigina gore corona nedeniyle sokaga cikma yasagi gelebilir turizm onemli sonucta ;,negatif
2044,inin en kötü yılı zor bir kış geliyor ;,negatif
2045,antalya tarihin en kötü turizm sezonunu buçuk milyon turistle kapatabilir ;,negatif
2046,balondan yi seyretmek bir başka güzel bu keyfi yaşamaya hazır mıyız ;,pozitif
2047,göbeklitepe ye balon turu izni ;,pozitif
2048,uçakta otobüste vapurda gemide bulaşmayan virüs tren de mi bulaşıyor acaba ;,negatif
2049,ekim sıcakları turizmci ve tatilcilere yaradı ;,negatif
2050, kızılcahamam belediyesi nin de pansiyon evi başvurusu onaylandı ;,pozitif
2051,nasıl ki veya hata yapınca mesleki yetkisi elinden alınıp birey meslekten men edilebiliyor tesisi de kapatılmakla cezalandırılmak yerine işletmeci vasıflı soytarılara sektör yasağı getirilmeli şirket kurmasın belge almasın ;,negatif
2052,sinema sektörü bir kez daha ankara da buluşuyor nın ;,pozitif
2053, ihracatçılarımıza destek sağlanıyor ;,negatif
2054, acısıyla tatlısıyla sofraların ve yemeklerin vazgeçilmezi antep salçası şimdi gaziantep te salça zamanı g ;,pozitif
2055, işine geldiğinde korona yok işine gelmediğinde korona var hersey para değil ölümden bu kadar korkan ozel insanlarada avrupadaki ogretmen memurlar nasil okula gidiyor ;,negatif
2056,bulgaristan dan antalya ya uçmaya başladı ;,pozitif
2057,süleymaniye şifahane sokak çeşmesini tanıyalım bir gün tarih olacak eserler;,pozitif
2058,izmir bülent tercan ak parti ye turizm raporu sundu ;,negatif
2059, bilim kurulu bu ulkede okumak gercekten her acidan sikinti okursun ogrencilik hayatini burnundan getirirler bitirirsin sosyal tabakada yer dahi bulamazsin;,negatif
2060,thomas cook markası online seyahat acentası olarak yakında geri dönmeye hazırlanıyor ;,pozitif
2061,çukurova nın güneydeki koruyucusu toprakkale kalesi her tarafı tarih kokan osmaniye yi keşfetmen için bir neden daha durma osmaniye;,pozitif
2062,abu dabi merkezli etihad yıl sonuna kadar tüm yolcular için ücretsiz kovid sigortası sunuyor havayolu sigorta kapsamında euro ya kadar tıbbi masrafları ve gün boyunca günlük eur karantina masraflarını karşılayacağını açıkladı ;,pozitif
2063,dizi ve film sektörünün türkiye nin turizmine sağladığı katkı;,pozitif
2064,bulgaristan ın vatandaşlarına türkiye den dönüşlerde karantina uygulaması ve pcr testi zorunluluğunu kaldırmasının ardından bulgarlar türkiye ye akın etti  ;,negatif
2065,mimar sinan ın yaptığı son hamam olan mimar sinan çarşısı nı sizlerle paylaşmıştık alınan bir karar ile esnaf çarşıdan çıkarılmış umarız faydalı bir hale getirilir ;,negatif
2066,dün mali nin başkenti bamako ya gitmek üzere istanbul dan havalanan thy uçağı hamile bir yolcunun doğum yapmaya başlamasının ardından malta nın luqa havalimanı na acil iniş yaptı ;,negatif
2067,türk dizi ve filmlerinin turizme katkısı kanıtlandı ;,pozitif
2068, seyahat rezervasyon portalı düzenlediği anketle rusların paket turları seçmelerinin nedenlerini açıkladı;,pozitif
2069,bilimkurulu turist getirmek icin herseyi yaptiniz yurtdisi turlar dahi yaptiniz otellerimiz koronaya hazir hijenik tedbirlerimizi aldik bu ulkenin egitimi icinde boyle gayretli olun zahmet olmazsa ;,pozitif
2070,dünyanın en büyük online turizm etkinliği yolda ;,pozitif
2071,türk dizi ve filmlerinin turizme katkısı kanıtlandı seyredenler türkiye ye gelmek istiyor ;,pozitif
2072, avrupa da yaz sezonunu rekor kayıpla kapatan turizm sektörü kış aylarından da umudu kesti;,negatif
2073,tatil yerleri kapandı mı artık okey miyiz karantinaya dönebilir miyiz artıkk ;,pozitif
2074,royal caribbean ın yeni gemisi wonder of the seas fransa daki tersanede römorkör yardımıyla metre yüzdürüldü dünyanın en büyük kruvaziyer gemisi kısa yolculuğunu yaklaşık bir saat içinde tamamladı ;,pozitif
2075,yeni bir gün yeni bir hafta sağlıklı huzurlu ve hayırlı olur inşallah ;,pozitif
2076,dubai merkezli emirates covid ile ilgili iptaller nedeniyle yolcularına şu ana kadar milyar dolar lık iade yaptığını açıkladı hava yolu mart tan bu yana milyon dan fazla iade talebini karşılarken işlemlerin ını tamamladığını duyurdu ;,pozitif
2077, antalyalı turizmci turistlerden şikayetçi;,negatif
2078,yurt dışında harcanan para yurt içinde kaldı ;,negatif
2079,pazarlama her sabah aynadaki görüntüyü kendine pazarlamakla başlar;,pozitif
2080,uşak valiliği tarafından yapılan açıklamaya göre pazar sabahı ulubey kanyonları nda test amaçlı ilk sıcak hava balonu uçuşu gerçekleşti;,pozitif
2081, coronavirus salgını nedeniyle yurt dışına çıkmak istemeyen rusların bu yaz için destinasyon tercihleri belli oldu;,negatif
2082, akil almaz gercekler tum okullar kapatilirken diger tum toplu sosyal alanlari actiniz avm sahiller turizm piknik alanlari oteller mitingler;,negatif
2083, insan eğitimle doğmaz ama eğitimle yaşar ;,pozitif
2084,okudum unuttum gördüm hatırladım yaptım oğrendim ;,pozitif
2085,adil üstündağ hakkına dolandiricilik iddiasi kocaeli nde bunlar konuşuluyor;,negatif
2086,resmi görevli olarak kktc den ülkemize gidecek veya resmi görev için ülkemizden kktc ye gelecek kişiler saat içinde gerekli önlemleri uygulayarak görevlerini tamamlayıp ülkelerine dönmeleri durumunda karantinaya alınmayacaklardır;,pozitif
2087,avrupa komisyonu üye devletler tarafından uygulanan covid la ilgili seyahat kısıtlamalarının ab düzeyinde koordine edilmesini sağlamak için bir tavsiye kararı aldı;,negatif
2088, senedir turizm sektöründe karşılaştırmalı edebiyat okur gibi milletleri ve karakterlerini okuyorum bizim yerli misafirlerin narsist karakterini hiç bir millette bulamadım çocukluğunda peşinden yemek koşturan ebeveynlerin görevini devralamadığım için özür dilerim;,negatif
2089,türkiye nin lefkoşa büyükelçiliği paylaştığı bilgilendirmeyle türkiye den kktc ye gidecek kişilerin gün süreyle karantinada kalacağını duyurdu ;,pozitif
2090,marmaris te jeotermal endişesi ;,negatif
2091,koronayi bahane ederek okullara yillarca kilit vurmak hickimsenin hakki degildir tam tersi caresizlik vurdumduymazliktir avrupa egitime kilit vurmadi vurmaz;,negatif
2092, ülkemdeki birinci öncelikler turizmi canlandirmak ıraklılara iranlılara suriyelilere ev satışlarını artırmak yüzbinlerce hemde ya eğitim boşver o tehlikeli kapat gitsin;,negatif
2093, egitim ekmek ve sudan sonra halkin en zorunlu ihtiyacidir ;,pozitif
2094, koronayi bahane ederek okullara yillarca kilit vurmak hickimsenin hakki degildir tam tersi caresizlik vurdumduymazliktir avrupa egitime kilit vurmadi vurmaz;,negatif
2095,gaziantep karavan turizminin merkezi olacak;,pozitif
2096,ötv nin arttığı gün yazmıştım alman devleti vergileri sert bir şekilde artırdı alman otomobil üreticileri ağır darbe ;,negatif
2097,iran da kovid turizmi de vurdu ;,negatif
2098,türkiye den kktc turizmine milyon tl destek;,pozitif
2099,macaristan dan transit geçiş güzergahları macaristan yabancıların sadece saat içinde belirli güzergahlardan transit geçişine izin veriyor  ;,pozitif
2100,büyükşehir belediye başkanımız sn ülkemizin önemli turizm destinasyonlarından olan yedi kuyular kayak merkezini sezona hızla hazırlıyor emekleri için teşekkür ederim ;,pozitif
2101, korona bahane ogrencilere kafayi yedirtmek sahane nede olsa onemli insanlar akraba es dost olurda koronaya yakalanabilir iste butun mesele bu ;,negatif
2102,kimse bilmiyor yada sozetmiyor ama universiteler acikkende korona vardi neden avrupadaki okullar gibi onlem almak yerine isin kolayina kacip okullari yillarca topyekun kapatmak istiyorsunuz;,negatif
2103, berber acikmi acik kafeler avmlerde insanlar oturup yeyip iciyormu evet tatil kutlamalar varmi var sehirlerarasi yolculuk varmi var ee o zaman derdiniz ogrencilerle koronayla degil ;,negatif
2104, avrupa tum yaz nasil okullari acariz diye kafa yorarken bizimkiler tum yaz nasil daha cok ulkeye turist getiririz derdindeydiler bakin avrupa okullarini nasilda acti onlemlerini alarak ;,negatif
2105,devlet hava meydanları işletmesi dhmi yılının ağustos ayına ait hava yolu uçak yolcu ve yük istatistiklerini açıkladı ;,pozitif
2106, bilginin gucüne inaniyorum kulturun gucune inaniyorum ama egitimin gucune daha çok inaniyorum ;,pozitif
2107, egitim ogrencilere saygıyla baslar;,pozitif
2108,evet evet üniversiteleri kapatın çünkü daha önce sınavları yapmadınız yarın da kpss yapmayacaksınız ya bence istifa et daha fazla adınızı kötü andırmayın lgs yks ales ve yazın turizm açıkken bulaşmayan virüs üniversiteler açıkken bulaşır ;,negatif
2109, xinjiang uygur özerk bölgesi turizm sektörünü canlandırmak için çeşitli uygulamaları hayata geçirdi farklı turizm etkinlik arasında kaşgar ipekyolu kültürü kavak festivali sayram gölü etrafında kara yolu bisiklet yarışı bulunuyor ;,negatif
2110,bu kadar ünlü olmuşken yıkılmasın farklı bir durumda değerlendirilsin müze okul vs en çirkin binalarımız mimari yıkılmasın ;,negatif
2111, bu yaz sen nerede olursan ol enerjin seninle  ;,pozitif
2112,turizm sektörü kasım ayını da gözüne kestirdi;,negatif
2113,ağustos ayına ait hava yolu istatistiklerini açıkladı;,pozitif
2114,çeşme de artık çeşme akacak blgmd tebrikler liderliğinde başta olmak üzere iktidarın turizm cenneti olması için gayret ettiği ancak yerel yönetimlerin vurdum duymazlığı nedeniyle değerini kaybetmeye başlayan izmir hakettiğini alıyor ;,negatif
2115,yeni tip koronavirüs covid tedbirleri kapsamında side turizm merkezinde manavgat kaymakamı yigit in de katılımıyla işyerlerinde denetim yapıldı;,negatif
2116,turizm eğitim den daha ağır basmış ;,negatif
2117,trakya nın efes i marmara ereğlisi perinthos bazilikası turizme kazandırılması için var gücümüzle çalışıyoruz ;,pozitif
2118,tamince milyar dolara yılda ulaşırız ;,pozitif
2119, akdeniz de yaz turizminin geleceğini anlatıyor;,pozitif
2120,avrupa birliği mart tan beri geçerli olan seyahat yasağı listesini güncelledi;,negatif
2121,mercedes benz türk ten varan turizm e yılın teslimatı ;,pozitif
2122, şu herşey dahil sisteminden vazgeçelim artık aynı zamanda turizm sektörüne kalifiye personel yetiştirip çalışan personelin şartlarını düzeltmeli onlara değer vermelisiniz aksi takdirde turizmde kalite hızla düşmeye devam edecektir ;,negatif
2123,sırbistan ın milli havayolu air serbia eylül cumartesi gününden itibaren belgrad istanbul uçuş sayısını haftada yediye çıkarıyor;,pozitif
2124,lufthansa grubu bünyesindeki havayollarının eylül itibariyle toplam milyon müşteriye yaklaşık milyar euro tutarında iade yaptığını duyurdu;,pozitif
2125,emirates in uçuş ağı şehre ulaşacak;,pozitif
2126,ünlü ingiliz iş adamı richard branson tarafından yılında kurulan virgin atlantic bugün yaptığı açıklamada çalışanı daha işten çıkaracağını duyurdu ;,negatif
2127,saldagölü dünyada mars gezegeninin özelliklerini taşıyan iki yerden birisi konumundadır suyunun temizliği ve turkuaz rengiyle oluşan güzel manzara insanı büyülüyor;,pozitif
2128,işte dünya turizminde korkutan senaryo ve yansımaları;,negatif
2129,ibradı ilçesi nin ürünlü mahallesi nde yer alan türkiye nin en büyük avrupa nın üçüncü büyük yer altı mağarası olan altınbeşik mağarası son dönemde inin en ilgi çekici merkezlerindendir;,pozitif
2130,dörtnala gelip uzak asya dan akdeniz e bir kısrak başı gibi uzanan bu memleket bizim;,pozitif
2131,koronavirüs yunanistan turizmini de vurdu ülke ekonomisi yüzde küçüldü;,negatif
2132,hayatı turizm üzerinden para kazanmak olan birisinin kültürü önemsemesini beklemek doğru olmasa gerek kültürbakanlığı bağımsız olmalı ve liyakatlı bir isim atanmalıdır akparti bir iki isim hariç hep yanlış atama yaptı ve kültür sanat geriledi ;,negatif
2133,tayland phuket i turistler için karantina bölgesi ilan etti  ;,negatif
2134,merkez bankası turizm gelirlerinde kısmi bir iyileşme söz konusu ;,negatif
2135,iata pandemi sonrası havacılık sektörünün toparlanabilmesi için hükümetlere acilen sektörle işbirliği yapılması çağrısında bulundu ;,negatif
2136,turizme büyük katkı ;,pozitif
2137,internet veri analizi ve karşılaştırma sitesi similarweb verilerine göre online otobüs ve uçak bileti satış platformu türkiye de dünyada ise en çok ziyaret edilen ulaşım seyahat sitesi oldu ;,pozitif
2138,kktc turizm ve çevre bakanlığı mali yılı bütçe kaleminden ödenecek milyon tl lik turizm salgın destek programı projesi hibe desteği otel ve acentasına ödenecek;,negatif
2139,iki ünlü blogger urfa nın tarihi bölgelerini gezdi ;,pozitif
2140,turizm sezonunu kurtardığımıza göre artık bütün spor müsabakalarını seyircisiz oynanmasını bazı illerde haftasonları sokak a çıkma yasağı geldiğini göreceğiz;,negatif
2141,şimdi bütün telefonlarda antalya yı rota antalya gezdirecek ;,pozitif
2142,çin bugünden itibaren sekiz ülkeden pekin e yapılacak direkt uçuşlara izin verdi ;,pozitif
2143,rusya hükümeti mısır birleşik arap emirlikleri ve maldivler ile karşılıklı olarak uçuşları başlatma kararı aldı;,negatif
2144,belediye başkanı kemer de sezon kasım sonuna kadar uzar ;,pozitif
2145,türkiye istatistik kurumu ağustos ayına ait enflasyon verilerini açıkladı ;,pozitif
2146, rusya tur operatörleri birliği ülke genelinde eylül de en ucuz tatilin nerde yapılabileceğini açıkladı;,pozitif
2147,turizm düden şelalesi kesin korunacak hassas alan ilan edildi;,negatif
2148,konaklama tesisleri ve acentelere yönelik inovatif teknoloji çözümleri sunan tesisler ve acenteler için otel fiyat karşılaştırma platformu ratefor u satın aldı ve büyümesini sürdürdü ;,pozitif
2149, rusya mısır bae ve maldivler ile uluslararası uçuşlara yeniden başladı ;,pozitif
2150, rusya üç ülkeye daha uçuş başlattı;,negatif
2151,maske geç kaldınız turizm kazansın diye çok insanin hayatına girdiniz dur diyin diyecemde kış geliyor yasaklar başlar bu saatten sonra ne olsa turizm bitti sevmeyi de biliriz elestirmeyide ;,negatif
2152, çeyrekte yabancı turist ülkemizde kişi başı dolar harcadı;,negatif
2153,turizm tesisleri nasıl denetlenmelidir amaç hata aramak mı yoksa yatırımcı işletme ve yönetici için başarıya giden yol üzerindeki engelleri kaldırmak mı ;,negatif
2154, ankara uluslararası film festival kültür ve turizm bakanlığının desteğiyle gerçekleştirilecek ;,pozitif
2155, turizm bitsin hepsi olur hocam;,negatif
2156,kovid tedbirlerine uymayan işletmenin daha faaliyetleri durduruldu;,negatif
2157,dünyanın en büyük turizm fuarları arasında yer alan farklı coğrafyalardan ziyaretçi ve katılımcıları bir araya getirerek iş birliği imkanları sunan doğu akdeniz uluslararası turizm ve seyahat fuarı nda olarak misafirlerimizi ağırlamaya devam ediyoruz ;,pozitif
2158,united airlines ekim itibariyle çalışan ile yollarını ayırmayı planlıyor ;,pozitif
2159, çatod başkanı armağan aydeğer den çanakkale ve kuzey ege turizmindeki son duruma ilişkin değerlendirmeler;,negatif
2160,türkiye çin yeni paradigmalar çalıştayı istanbul da ;,pozitif
2161,sivil havacılık genel müdürlüğü özbekistan uçuşlarının karşılıklı mutabakat sonucunda bugün başladığını duyurdu;,pozitif
2162,ukrayna seyahat kısıtlamaları başladı;,negatif
2163,şimdi yılın en güzel zamanı hoş geldin eylül ;,pozitif
2164, bugünden itibaren xinjiang daki tüm açık hava turistik yerler turistlere yeniden açıldı ve eyaletler arası turizm yeniden başlatıldı xinjiang da salgın önleme ve kontrolünde edinilen başarılar daha da sağlamlaştırıldı ;,pozitif
2165,turizmin ülke ekonomisindeki payı bu sene azalır;,negatif
2166,antalya belediyeler kaş turizm vatandaşı engellemek nedir bunun hem yasal hem de etik olmadığını söyleyecek bir tane akıl irfan sahibi bulunmaz mı belediyede hangi vasıflara sahip olanlar yönetiyor belediye iletişim hesaplarını ve bir başkan bunları niye kontrol etmez ;,negatif
2167,ya ayda milyon bin in başkenti antalya ya ayda ülkeden milyon bin turist geldi en fazla turist bin kişi ile ağustos geçen yıla göre bu ağustosta daha fazla ukraynalı geldi doluluk oranı yüzde ;,negatif
2168,en güvenli destinasyon seçildi;,pozitif
2169,antalya ayda milyon bin turistin adresi oldu turizmin başkenti antalya ya ayda ülkeden milyon bin turist geldi;,pozitif
2170,antalya kurallara uymuyor ;,negatif
2171, misis i dünyaya tanıtacağız ;,pozitif
2172,bulgaristan türkiye den gelenler için pcr testi ve karantina kuralını kaldırdı ;,pozitif
2173,daha önce eylül de başlayacağı duyurulan iran uçuşlarının ekim ayına ertelendiği öğrenildi;,negatif
2174,ispanya ya temmuz ayında geçen yılın aynı ayına göre düşüşle milyon yabancı turist geldi;,pozitif
2175,eğer denize girmek için ücret ödediyseniz bu bilgileri mutlaka okuyun;,pozitif
2176,kendi ülkemiz de kendi paramızla tatil yerlerine gidemiyoruz türkiye de yaşayan türk vatandaşının tatil yapması için asgari ücreti düşünürsek en az üç maaşını bu tatil yerine gömmesi gerekir turizm bile turistlere yarıyor ;,negatif
2177,antalya belediyeler turizm tanıtım kaş nasıl bir akıl tutulmasıdır bu yarın yerel seçim olsa kaybedecekler hala vatandaşın mülkünde oturarak ona küsebiliyorlar ;,negatif
2178,alman politikacıdan övgüsü ;,pozitif
2179,hilton istanbul bomonti otel iş geliştirme direktörü esra altınörs oteller yılı nisan ayında normale dönecek ;,negatif
2180,rusya nın istanbul başkonsolosluğu yaptığı açıklamayla istanbul daki rusya vize başvuru merkezi nin adresinin değiştiğini duyurdu ;,pozitif
2181,abd en büyük üç havayolu firması delta united ve american airlines iç hatlarda bilet değişiklik ücreti uygulamayacaklarını duyurdular;,negatif
2182,seyahat toptantıcısı bugün cenevre turizm ajansı ile şehrin turizmine katkıda bulunmak için bir işbirliği anlaşması imzaladığını duyurdu ;,negatif
2183,iata global hava yolu yolcu talebi temmuz da geçen yıla göre azaldı temmuz ayında yolcu kilometresi başına gelir olarak ölçülen yolcu talebi un aynı ayına göre düştü;,negatif
2184,covid krizi nedeniyle yolcu sayısında geçen yılın ilk yarısına göre düşüş yaşayan rus havayolu şirketi aeroflot bu dönemde milyon yolcu taşıdı;,negatif
2185,almanya nın eski başbakanlarından helmut kohl ün müsteşarlığını yapan ve hristiyan demokrat parti üyesi olan gazeteci friedhelm ost türkiye izlenimlerini övgü dolu cümlelerle paylaştı ;,pozitif
2186,bizde sizler gibi heyecanla bekliyoruz ;,pozitif
2187,tursab akdeniz baskani ferit turgut agustos ayinda verdigi röportajda bölgemizde turizm i değerlendirdi;,pozitif
2188, eylül den itibaren tüm sınırlarını kapatma kararı aldı;,negatif
2189,turizm sektöründe covid riski ;,negatif
2190, türkiye uçuşlarını askıya aldı;,negatif
2191, antalya havalimanı temmuz ağustos döneminde kaç yolcuya hizmet verdi ;,negatif
2192,turizm yöneticisi geçmişte turizm çalışanı mı olmalıdır yönetici hangi vasıflara sahip olursa iyi bir turizm yöneticisi olur ;,pozitif
2193,turizmde akşehir in lokomotifi küçükağakonağı;,pozitif
2194,düne kadar hunharca sömürülen thy pozisyonlarında maaşlar ciddi oranda düşürülüyor ;,negatif
2195,birleşmiş milletler genel sekreteri antonio guterres koronavirüs nedeniyle küresel turizm endüstrisinde son ay içerisinde milyar sterlin kayıp olduğunu ve milyondan fazla insanın işini kaybedebileceğini öne sürdü ;,negatif
2196,geçtiğimiz salı günü yunanistan dan galler e giden tui uçuşundaki on altı yolcuda covid tespit edildi uçaktaki yolcu ve mürettebattan iki hafta boyunca kendilerini izole etmeleri isteniyor;,negatif
